,PC1,PC2,PC3
CREAM,0.7859155831841448,-0.46777746165978623,-0.37170866575258776
SWISS CHEESES,0.09982189827614839,-0.5797398947901593,-2.091865373784797
TILSIT CHEESE,0.12626801280051042,-0.02631023825256369,1.064134673457568
GOAT'S MILK,0.6847409320414141,-0.365166115278498,1.420705488172921
EDAM CHEESE,0.6508840531355182,-0.35743704085776606,1.417146849484279
HOLSTEIN CHEESE,0.6535451530121472,-0.37099139014739274,1.409947574701073
CREAM CHEESE (fresh),0.6504235513115957,-0.35523070087708136,1.5167267133498175
MANCHEGO CHEESE,0.42360183072911073,-0.3936446495531211,1.3001695962997204
WATER BUFFALO MILK,0.6516194612872829,-0.3646462768763434,1.5004992457272128
COTTAGE CHEESE,0.6442460021425588,-0.3545455097853068,1.5153884459038194
GRUYERE de COMTE CHEESE,-1.6103182691692268,0.0433334817132282,-8.760145125150245
YOGURT,0.2264271563090858,-0.5152087742548381,-1.8896692906354122
PROOSDIJ CHEESE,0.6533655590627412,-0.3543687054419063,1.5033942094974522
MILK UHT TREATED (cow),0.6504147716565633,-0.3539294021716532,1.5172956950817855
CREAM CHEESE (4 weeks old),0.6504193011766065,-0.3552069266894421,1.5166767045929834
BUTTER (heated),1.9499431946292234,0.23756074210060835,6.226252361222284
SOUR CREAM (light),0.720854516342725,-0.387354158785259,1.1646396131116834
PROVOLONE CHEESE,0.7012133473312248,-0.3479996829928565,1.1337767426033465
MILK RETORT STERILIZED (cow),0.6504148814429404,-0.35362706636215324,1.517283712201824
GHEE,0.5103700425807307,-0.3726952421098307,1.323008966233161
BLUE CHEESES,0.20497014380086184,-0.8180802328963156,-2.559894665160686
SOUR CREAM (fat free),0.7202249046151558,-0.3908807937947807,1.1210556513734953
LIMBURGER CHEESE,0.4120632085102316,-0.3563292163279405,1.0919782591518365
CHHANA,0.650971318359801,-0.3577162639883066,1.509278509560672
"CHEESES, OTHER",-0.6538430750464498,-5.829949664970993,-12.412896611799646
SOUR CREAM (full fat),0.7202625388943337,-0.3909529576226926,1.1216731220810094
OSCYPEK (smoked sheep cheese),0.6222728360596557,-0.35194065371048155,1.5323274529965625
GOAT CHEESE,0.6714652637563437,-0.2217149404374154,1.986928069014233
DOMIATI CHEESE,0.8324720530395189,-0.5966063646203148,2.1464890058571116
SKIM MILK POWDER (cow),0.7212383189959995,0.09031933029008428,0.33844188251460006
SOUR CREAM (reduced fat),0.6681174438464742,-0.3793265952105989,1.3032378942374694
KEFIR,0.594927689720233,-0.3932932326042831,0.8094604779350493
MOZZARELLA CHEESE,0.6544056063561032,-0.36813651463595976,1.4856885111198326
CHEDDAR CHEESE,-0.9845395826008847,-0.7225306063317419,-7.731314027581652
CAMEMBERT,0.13985348640364567,-0.8470252042437161,-2.8189347670103344
BUTTERMILK,0.5988831080513407,-0.37223078739797305,1.1988677091610649
"CREAM CHEESE (cholesterol-removed,",0.6523670680951481,-0.35796084095863806,1.527943314387604
MILK (cow),-0.9000786695878368,-0.7512893451775665,-6.038756316766374
GOUDA CHEESE,0.6554275452791797,-0.3568777366552057,1.5167510816865277
SHEEP'S MILK,0.6838872796355218,-0.3483349896633799,1.4162597257499712
EMMENTAL CHEESE (ripe),-0.16047590165291256,-0.6462341396824223,-1.993437608203171
CASEIN HYDROLYSATE (Bacillus subtitles),0.6504146876416402,-0.3541619201838742,1.5173049144324822
MILK EHP TREATED (cow),0.6504147126735588,-0.35409218376956825,1.5173021479345945
OLIVE OIL,-3.0742359832901123,-0.6381417537139696,-9.193499399825296
LOGANBERRY JUICE (Rubus ursinus var. loganobaccus),0.6541863650287317,-0.4437629669897921,-0.3707936233321542
GUAVA FRUIT (Psidium guajava L.),0.05811507684317404,-0.2578636853932795,-4.014187940509554
MUSK MELON (Cucumis melo L.),-0.6326962164177158,-1.9521720405544762,-4.75110094089664
PLUM JUICE (Prunus domestica cultivars),0.6510826216304114,-0.3496300643510291,1.5748385099373476
STRAWBERRY GUAVA LEAF OIL (Psidium cattleianum S.),0.6524142808112112,-0.3563822564744267,1.5305812653793687
BINJAI (Mangifera caesia Jack),0.6040956449399472,-0.4432940132266001,0.03469568153769309
KUINI (Mangifera odorata Griff.),0.6373691063031525,-0.39878675610931497,0.8935254281405918
PASSION FRUIT JUICE (purple) (P. EDULIS SIMS),0.6516576240443773,-0.27376479496639683,0.3435845204957923
MAMMEE APPLE (Mammea americana L.),0.6504118912580952,-0.3541698108525272,1.5172803597079731
WATER APPLE (Syzygium aqueum Alston),0.645957596670417,-0.35866736218351164,1.5089748000098389
MANGO ALPHONSO,0.6510416246775715,-0.3548633869191414,1.5214818286211462
BAMBANGAN (Mangifera panjang Kostermans),0.6504319540315717,-0.37685657000541334,1.156603065694767
KARAKA (Corynocarpus laevigatus J.R. et G. Forst.),0.42253478137795764,-0.3562458604327078,1.5090353448177956
LOQUAT (Eriobotrya japonica Lindl.),0.6795197487655895,-0.21568082357492496,1.6792182484272455
JAPANESE PLUM (Prunus salicina Lindl cultivars),0.42752964248182146,-0.42022162668287455,0.452222046485271
GUAVA ESSENCE,0.647307085793909,-0.2878439601666138,1.5583192572406463
PULASAN (Nephelium ramboutan-ake (Labill.) Leenh.),0.6105675282527603,-0.31344791328006083,0.7828127518373612
BOG BLUEBERRY JUICE (Vaccinium uliginosum L.),0.650423494125802,-0.35304280075019273,1.5444257768548162
MANGO (peel) (Mangifera indica L.),0.6503265671290765,-0.3557420717656842,1.5460526830245898
POMEGRANATE juice (Punica granatum L.),0.5635192956612658,-0.39838081852898327,0.8901690795479252
STRAWBERRY FRUIT (var. Festival),0.5601112899510216,-0.41716275864219254,0.8439981922757386
PLUM (fresh) (Prunus domestica cultivars),0.5348781605163506,-0.5639894811203906,-3.512827215071584
"BARTLETT PEAR (Williams pear, Bon Chretien)",0.4647368466510587,-0.481533180456747,1.6858850043235347
LITCHI JUICE,0.6604435668961255,-0.3657732240839018,1.5102751611749687
PRICKLY PEAR (Opuntia ficus indica),0.41361778962871004,-0.3434754265220072,0.04717188678093098
SPINELESS MONKEY ORANGE (Strychnos madagasc.),0.6553513306744477,-0.4230738552769534,2.6064065922537214
PAPAYA (red maradol),0.6554611870722552,-0.35625928999796475,1.543182580083651
MANGO (canned juice) (Mangifera indica L.),0.6964364995633929,-0.36968823754750135,1.0254801801868185
OLIVE POMACE (dried),0.6271138571486377,-0.2840020421572667,1.395941141143458
BLACKBERRY (leaves),0.654418076601383,-0.3562420555642509,1.5022973178999093
WAX JAMBU (Syzygium samarangense Merr. & Perry),0.6086236688904988,-0.3858722469076655,0.9149962143365736
FEYOA PEEL,0.6506974996572,-0.24832080062878947,1.251314809042018
BLACKBERRY (fresh),0.41118231061033006,-0.4513420208773296,-0.3360896526020163
WATER MELON (Citrullus vulgaris),0.6719482227827515,-0.4177270257205475,1.3079327276384662
"HOG PLUM (thermosonicated juice, S. mombins L.)",0.6504145921815683,-0.3541617662884388,1.517304395916948
WOOD APPLE (Feronia limonia),0.6593206007830901,-0.3369520191936494,1.7012161412309659
"QUINCE, MARMELO (Cydonia oblonga Mill.)",0.4350248935175998,-0.8815273320863914,-4.380857514307122
AMERICAN CRANBERRY JUICE (V. macrocarpon Ait.),0.32635198689822664,-0.43553549674923325,0.6028115599113137
"LINGONBERRY, COWBERRY (Vaccinium vitis idaea L.)",0.6550814624799607,-0.3897587243662734,1.2688054171840466
GUAVA PEEL,0.645835593075382,-0.3221411127502794,2.2783303108271395
PASSION FRUIT JUICE (yellow) (P. F. FLAVICARPA),-0.35674870779848433,-0.5227963734237026,-5.212285361264282
MARULA (Sclerocarya birrea subsp. caffra),0.650570647651509,-0.3959873758774534,1.2264617375220175
STARFRUIT (Averrhoa carambola L.),-1.3453877291842038,-1.4592569877282036,-18.527765154076967
"SWEETSOP, SUGAR APPLE (Annona squamosa L.)",0.7119384996028737,-0.35849382279934866,1.457223762458862
PASSION FRUIT JUICE (Hybrid) (P. EDULIS),0.963533964358809,-0.2870217823109589,0.8742398329965342
WILD BLUEBERRY (Vaccinium angustifolium),0.6608651924066801,-0.35169074757735747,1.5089764487785642
UMEZUKE and UMEBOSHI (Prunus mume Sieb. et Zucc.),-0.6273000401932629,-0.37446987376621327,1.2935225000022716
PRUNE (dried plum),0.5948045477729416,-0.29499485754712323,0.37672818522639034
MURUCI (Byrsonima crassifolia),0.6543371258753452,0.7023727670073969,0.9834049242654143
"TAPEREBA, CAJA FRUIT (Spondias lutea L.)",0.6439689178878905,-0.42799177276346806,0.27787991359686015
RED COFFEE BERRY (C. canephora var. robusta),0.6504295393571398,-0.3541234859948913,1.5175358737486526
PRUNUS SIMONII,0.6505621670180741,-0.35353579575398886,1.5268208699881949
PAWPAW (Asimina triloba Dunal.),0.6396816078378311,-0.3847779630404162,1.3005774931304508
RABBITEYE BLUEBERRY (Vaccinium ashei Raede),0.6496079746881424,-0.31432484951699613,0.50367212592298
STRAWBERRY FRUIT,-0.3627362221721536,-0.416292556887851,-6.2047256121846175
STRAWBERRY JAM,0.16231276891041344,-0.29331657766888863,0.9298119908231657
"HOG PLUM (pasteurised juice, Spondias mombins L.)",0.6504145921815683,-0.3541617662884388,1.517304395916948
STRAWBERRY JUICE,0.35916421772204493,-0.34851809455734867,1.3853527631764222
MONODORA TENUIFOLIA,0.650411738514754,-0.3543679115206716,1.5172905107630252
PASSION FRUIT (yellow) (P.F. FLAVICARPA),0.9421333640500802,-2.1617734622217655,-27.483447199638963
RASPBERRY (leaves),0.6544185921259836,-0.3562386133335093,1.502277410084767
STRAWBERRY FRUIT (var. Frontera),0.5601112899510216,-0.41716275864219254,0.8439981922757386
EXTRA-VIRGIN OLIVE OIL,0.6522512492027863,-0.35666876135837955,1.5294761905671668
EUROPEAN CRANBERRY JUICE (Vaccinium oxycoccus L.),0.6497337139571183,-0.35316484846630586,1.514363046486699
TAMARIND (Tamarindus indica L.),-1.0081903181029568,-0.42985143404817827,0.2749129992867152
PINEAPPLE (Ananas comosus),0.6657982673428745,-1.4449490391940532,-7.186612062984191
PEPINO FRUIT (Solanum muricatum),0.9508190037325585,-0.21627649019541484,1.574344057188039
"PASSIFLORA VITIFOLIA HBK, GRANADILLA (pulp)",0.6566835391749964,-0.3436583314312151,1.7177414629352228
"CRANBERRY (sweetened and dried, craisin)",0.603815807060667,-0.4059302226603583,0.6727122247081756
"PEAR, OTHER TYPES",0.6171986832087127,-0.35825089994256787,1.457260995223087
BLACK OLIVE,0.6474379862509624,-0.36105312295542824,1.4190389103410939
PEACH (Prunus persica L.),0.49154169559474853,-0.3735493390556756,-1.7459558908461128
MULBERRY (Morus species),0.6409903137562333,-0.40726110477107413,0.7924719151376388
STRAWBERRY GUAVA (Psidium cattleianum Sabine),0.47234956833920483,1.4737463214206037,0.11668220646513985
EXTRA-VIRGIN OLIVE OIL (Iranian phishomi),0.6710479956640991,-0.37825994870526625,1.6302253231543697
YELLOW GUAVA (P.cattleianum Sab.var.lucidum Hort.),0.02726517889030901,-0.39280123599574435,1.1819273586257084
OMIJA FRUIT (Schisandra chinensis Baillon),0.6943912516306864,-0.3539640889441552,1.5551876120703754
PLUM KERNEL OIL (Prunus domestica L.),0.6087517307953594,-0.3942704475235916,0.7359471905760762
STRAWBERRY FRUIT (var. Albion),0.5601112899510216,-0.41716275864219254,0.8439981922757386
"MOUNTAIN PAPAYA (C. candamarcensis, C. pubescens)",0.5457720019248853,-0.39267271431981277,1.5001884008661024
RASPBERRY (Rubus idaeus L.),0.5298194824841675,-0.4329752008457777,-0.5091211984002801
RAMBUTAN (Nephelium lappaceum L.),0.5280287475845871,-0.5069275179636679,-0.35979048641691747
"MANGO (over-ripe purée, heated) (var. maha-chanok)",0.6504147914585594,-0.3541619631868126,1.5173057107933463
SAPODILLA FRUIT (Achras sapota L.),0.6509601533315712,-0.3615375944744445,1.4735705173702776
PAPAYA (Carica papaya L.),-0.2143581330927135,-0.338758036288183,-3.235186836651708
BACHANG (Mangifera foetida Lour.),0.7483831004168177,-0.40240925047046044,0.654145924475576
NECTARINE,0.1438566000502614,-0.42071281743629513,-0.5408804097571176
"ROSE APPLE (Syzygium jambos A., Eugenia jambos L.)",0.48872153899422704,-0.4766437778320208,-0.9099399623388793
BILBERRY JUICE (Vaccinium myrtillus L.),0.6571937219565271,-0.3750577325623384,1.3357637720279707
RED COFFEE BERRY (C. arabica var. Leroy),0.650414731838682,-0.3541637203704638,1.5172561370003423
"OLIVE OIL (Turkey, Izmir)",0.6715096112652758,-0.3883967687022382,1.6235037474714449
"HOG PLUM (raw juice, Spondias mombins L.)",0.6504145921815683,-0.3541617662884388,1.517304395916948
PASSION FRUIT (purple) (P. EDULIS SIMS),0.8248464912708391,-1.0591226334271113,-4.896069914703854
"MANGO (over-ripe purée, heated) (var. keaw)",0.6507190479464909,-0.3560286917486046,1.5600933863851616
"KIWIFRUIT (Actinidia chinensis, syn. A. deliciosa)",-0.4733720995383014,-0.4738935680591342,0.32111432592505923
BOYSENBERRY (hybrid),0.6540517493359763,-0.35927932415247316,1.5292014739720459
SOURSOP (Annona muricata L.),0.6466328116514442,-0.7116694206735337,-0.904902463670723
MANGOSTEEN (Garcinia mangostana L.),0.6984656688846205,-0.3901428013488979,1.1933162570202438
MANGO (over-ripe purée) (var. keaw),0.6504148978644513,-0.35416209377960395,1.5173068817420758
"HOG PLUM (fruit pulp, Spondias mombins L.)",0.7920242094899675,-0.5319428599428156,2.554213307009792
RED CURRANTS JUICE (Ribes rubrum L.),0.6504192646420223,-0.3541457367066954,1.5173692037344568
MANGO (over-ripe purée) (var. sam-pee),0.6504289863663385,-0.35410757517284736,1.5181390869414981
PLUMCOT (Prunus armenica x Prunus salicina),0.6797732371683383,-0.4173492268149092,0.5587276096234353
HIGH-BUSH BLUEBERRY JUICE (V. corymbosum L.),0.6458294925925935,-0.3651794725208353,1.546565224731891
MANGO (fresh pulp) (Mangifera indica L.),-0.44077248107526884,-0.7826532058107589,-3.200829755411945
GREEN OLIVE,0.5903243586412416,-0.44550768879270986,0.26787795323852004
NONI (Morinda citrifolia L.),0.6307675367948125,-0.3681301819155525,1.479877805219195
MANGO (over-ripe purée) (var. maha-chanok),0.6504147121957741,-0.35416192580340755,1.517305107168782
PRUNUS MUME SIEB. et ZUCC. (salted and pickled),0.6436558168950469,0.19322105627580502,1.6127413738541934
RED COFFEE BERRY (C. arabica var. catimore),0.6504148956924626,-0.35415968233302353,1.5173125161807135
BLACK RASPBERRY (leaves),0.6544186479727586,-0.356238438487372,1.502277899314016
MALAY APPLE (Syzygium malaccense Merr. & Perry),0.4422463888162273,-0.3811724976889646,1.0914067744376958
SCORODOCARPUS borneensis Becc (wood garlic),0.6563689111419957,0.04008255775009062,1.5198873402813209
SEA BUCKTHORN (Hippophaë rhamnoides L.),0.6538873786214161,-0.35004071333696796,1.7558266729188219
MABOLO (diospyros blancoi),0.6560881469617844,-0.3573130002903989,1.656440244345064
LITCHI FRUIT,0.2275303089304634,-0.4470376679566202,-0.03757129744064546
"MANGO (over-ripe purée, heated) (var. sam-pee)",0.6504265568214584,-0.35411594233188165,1.5180089959842045
MANGO TOTAPURI,0.6505232814117944,-0.3540726096777617,1.5180804643929335
BLACKBERRY (heated),0.6652768931136386,-0.41384637411015623,0.4136681060375317
NARANJILLA FRUIT (Solanum quitoense Lam.),0.5644160469656192,-0.4447816845993952,-0.02315446653790424
FEYOA FRUIT (Feijoa sellowiana),0.7853888969317598,-0.4233670119234252,0.29281811187732754
"PASSIFLORA MOLLISSIMA, CURUBA (pulp)",0.7592925695128019,-0.38599064143692235,1.8153342623062665
ALBACORE (cooked),0.6503314454786935,-0.3546376158962969,1.5172062841305545
GREEN ALGAE (acetabularia ryukyuensis),0.6538090593361171,-0.36229415056909003,1.5315679944719969
CUTTLEFISH,1.4038718615914327,-0.3677559873157247,1.177302488932366
RED ALGAE (ceratodictyon spongiosum),0.6504098544989514,-0.3541699091044374,1.517263014799008
RED ALGAE (laurencia subopposita),0.65845145735133,-0.36534734511251776,1.5716576786959355
"KELP (Laminaria japonica, brown algae)",0.6625283069761776,-0.3666569720574171,1.7134142980116274
ALBACORE (canned),0.6502892332175276,-0.3548116337929134,1.5171807474848245
KUSAYA (dried),0.6707082598819015,-0.35792869234236196,1.5110707623632174
RED ALGAE (liagora caenomyce),0.6504104413308791,-0.3541927328569509,1.5172732433573974
BROWN ALGAE (ectocarpus siliculosus),0.6504109641934566,-0.35419335529488444,1.5172765736290175
KELP (Laminaria diabolica),0.650411559868134,-0.35415730865979,1.517282899166708
"KELP (Laminaria angustata, brown algae)",0.7003155400506184,-0.328890544470423,2.285826368545747
KRILL,-0.38499374871200814,-1.0624978224301866,-7.003177049225585
RED ALGAE (spyridia filamentosa),0.643192004598275,-0.3842066326342589,0.8202831875722343
BROWN ALGAE (hydroclathrus clathratus),0.6504083397475854,-0.3542014115652238,1.517258574146804
BROWN ALGAE (ascophyllum nodosum),0.6524231180859398,-0.3627415711524481,1.4937616312735056
AYU (raw),0.6244860252896586,-0.38572539305603626,0.9021390371434481
BROWN ALGAE (sargassum sagamianum),0.650411255560652,-0.3541937660785726,1.5172785525699601
"SHRIMPS, PRAWN (cooked fermented)",0.429162060374318,-0.3427167772968256,1.8932605545286105
"CRAYFISH BYPRODUCT (hydrolysate, P. clarkii)",0.5735189460783782,-0.3817024982357364,1.068770624479378
RED ALGAE (ahnfeltia paradoxa),0.6487015599304169,-0.3620820728991258,1.3704641048193018
TILAPA,0.6504142192167988,-0.35415380514329653,1.51730161636864
"SHRIMPS, PRAWN (Red, Aristeomorpha foliacea)",0.6531395175804744,-0.35790103115570826,1.5354169896056356
HERRING (smoked),0.5975769941513961,-0.33243956897243826,1.7061520295207673
TUNA (raw),0.6504119819090779,-0.35421313949840255,1.516961431500106
GREEN ALGAE OIL (ulva pertusa),-0.445637745730696,-0.44245484578561095,-0.09212339577194084
RED ALGAE (corallina officinalis),0.6504070025231528,-0.35422691354675145,1.5172461378955455
MUSSEL,0.6738214996438474,-0.34074364796651435,1.962246464247159
BROWN ALGAE (eisenia bicyclus),0.6577914272285326,-0.35516028535515237,1.892308640196534
GREEN ALGAE (cladophora rudolphiana),0.6538967844579895,-0.3588832746870111,1.5385300777876247
BASS (raw),0.6508469097516428,-0.35601626493363625,1.5143941424796168
BROWN ALGAE (sargassum nigrifolium),0.6548240831397891,-0.357201787687456,1.5263589359095753
BROWN ALGAE (scytosiphon lomentaria),0.6523913475848386,-0.35685375907187916,1.5306439171107733
"SHRIMPS, PRAWN (Endeavour, Metapenaeus endeavouri)",0.650609318351557,-0.3544289995390051,1.5185986340877076
RED ALGEA (porphyra tenera),0.6522503009302497,-0.37191482526642905,1.3978653590054535
RED ALGAE (asparagopsis taxiformis),0.7202813424192782,-0.5424917810100945,1.4806052958024125
GREEN ALGEA (boodlea coacta),0.652351499333379,-0.3601702636629699,1.5225470916367818
CLAM,-0.09933659510113109,-0.5134566811949478,-2.5114415503167176
SARDINE (smoked),0.4990000907871098,-0.3818296535680678,0.9946868376032255
HERRING (cooked),0.6164881221804955,-0.3594674795339488,1.4718173796797518
SCALLOP,0.8556871183833974,-0.34284415449124517,-0.34904851097289863
RED ALGAE (carpopeltis angusta),0.6504078168850079,-0.35420078912729025,1.5172552438751838
SARDINE (Sardinops melanostica) (Fresh),0.505362695789978,-0.35571587560346873,0.9725100099119784
COD (smoked),1.0064352781789776,-0.3496616380594414,1.610121160536091
TUNA (canned),0.3715141045778897,-0.34874646066154785,1.0463220695909425
PANGASIUS,0.6504143556944202,-0.35416178179195856,1.517302774314601
BREAM (raw),0.6347984548844603,-0.37905949366813696,1.0934430875060002
CRAYFISH BYPRODUCT (P. clarkii),0.6000834987757091,-0.37644321582963935,1.1472057315723054
SARDINE (raw),0.6674169885519261,-0.3728576322005303,1.2064090195540387
GREEN ALGAE (bryopsis maxima),0.6504090087362617,-0.35423316751855927,1.5172414727921233
"ANCHOITA (Engraulis anchoita) (raw, frozen)",0.6487462546773011,-0.3678979315921122,1.347602038605406
GREEN ALGAE (cladophoropsis vaucheriaeformis),0.6524278439005187,-0.3569217178172095,1.5308037815978066
RED ALGAE (chondria californica),0.652537684912351,-0.3668342765200826,1.5168095880870243
"LOBSTER (Moreton Bay bug, Thenus orientalis)",0.6504536137836235,-0.35421533605490024,1.5175636583635268
BROWN ALGAE (ishige okamura),0.6523208269416724,-0.36012214827036104,1.522052823252173
"CRUCIFIX CRAB (carapace soft meat, C. feriatus)",0.7456400882542579,-0.3751831889670799,1.871897896358461
HERRING (salted),0.5317064302817083,-0.34074475558096007,1.605222383256523
"LOBSTER (Balmain bug, Ibacus peronii)",0.6504207982219781,-0.3541690946772755,1.517348863924977
FISH OIL,0.2539122464013128,-0.26640918348781245,-0.8272788718801691
BROWN ALGAE (sargassum thunbergii),0.6504081726117857,-0.3542026786280609,1.5172565419306756
"SHRIMPS, PRAWN (cooked)",0.41788869115787536,-1.748584910122555,-3.1404470402556717
CAVIAR,0.768805089263263,-0.27620455390415083,-0.2712146396423285
MACKEREL (raw),0.4183110290017035,-0.3633611287517039,0.5524281642498791
COD (raw),0.4832190753203134,-0.26959103550159574,0.8240063524417753
WHITE FISH (raw),0.5401154794583277,-0.2933083846604643,0.5067687094859721
GREEN ALGAE (enteromorpha linza),0.6503301953292556,-0.357459557630744,1.5088668812216932
GREEN ALGEA (ulva pertusa),0.6981017341259692,-0.29614748098063215,1.8687168931053206
RED ALGAE (hypnea charoides),0.6445370979582092,-0.38955460616502113,0.8226011381778053
"BLUE CRAB (by-products, C. sapidus)",0.3842316181005204,-0.4136969449007012,0.5954843112060664
TROUT (raw),-0.6266661175440614,-4.66226717301702,0.5773665938901902
"CRUCIFIX CRAB (leg meat, C. feriatus)",0.6639079351243167,-0.36638176693715035,1.6081994720378165
"SHRIMPS, PRAWN (fermented)",0.2440355982656854,-0.33114629905976684,1.6879354823697221
"SHRIMPS, PRAWN (Royal red, Hymenopenaeus sibogae)",0.6507205359000808,-0.3545816163133659,1.519337902462122
TROUT (smoked),0.6483387380955954,-0.4287359646096455,0.18135365944212967
"CRUCIFIX CRAB (body meat, C. feriatus)",0.6580693523417247,-0.3608893801701187,1.5808339545030068
RED ALGAE (hypnea roman),0.6497442042323867,-0.35812272248507676,1.501743191251488
GREEN ALGEA (ulva prolifera),0.6572654429163806,-0.39932091715240287,0.9168506456338882
EEL (roasted),0.6666510087342682,-0.3659832088234753,1.2670066288116109
"SHRIMPS, PRAWN (Carid, Plesionika sp.)",0.6507483402872117,-0.35461977050695587,1.5195227195557253
MULLET (salted),0.6517162806700415,-0.35921695774072065,1.503756812037312
SALMON (smoked),0.511628006566984,-0.350988764122285,1.8387700449292466
GREEN ALGAE (enteromorpha clathrata),0.6536506080394581,-0.35714097303264664,1.5166248326701872
"BARRAMUNDI (lates calcarifer) (wild, grilled)",0.6099636579488645,-0.3396361194570764,1.6952206903429796
GREEN ALGAE (halimeda opuntia),0.6557893295564646,-0.364835986382144,1.5414486285907822
"SHRIMPS, PRAWN (raw)",1.014083572105709,-0.48383964937241836,-0.17251416783352372
RED ALGAE (chondrus verrucosa),0.6449821301857568,-0.36870672814087696,1.290808336807372
PURPLE SEA URCHIN GONADS (Paracentrotus Lividus),0.6804651818563484,-0.3984961430208766,1.7287956263947941
MACKEREL (smoked),1.0819378744991557,-0.3511728785614098,1.5713468360286313
WHITE FISH (oxidized),0.5908960774328367,-0.381253383824348,1.0826747173660254
TRASSI (cooked),-1.9853734696395264,-0.7717901846071206,-5.224000596172445
SMELT (raw),0.6542111486169382,-0.35876354674900096,1.5583913854134863
CARP (raw),0.6523203997066765,-0.3567716499923359,1.530344023672591
GREEN ALGEA (codium intricatum),0.6524332451620504,-0.35691148771604175,1.5308428290866727
MARLIN (raw),0.6504129883718008,-0.35416586699523567,1.517262174322898
EMEREAL SHINER (raw),0.6635969875561941,-0.3548044387267822,1.5757117133916405
MULLET (raw),0.6477410433460177,-0.37141775972679186,1.66168417541444
SARDINE (dried),1.421103569592532,-0.38610558047500215,0.8874212121023537
BROWN ALGAE (colpomenia sinuosa),0.6524025583392687,-0.3568921075827311,1.5305165393502216
ANCHOVY (canned),0.8771570518842363,-0.36474340770282354,1.6030081349057124
"BLUE CRAB (fresh meat, C. sapidus)",0.41333250241482455,-0.4158329680381842,0.5037564568005483
"SHRIMPS, PRAWN (Metapenaeus macleayi)",0.6505676117708603,-0.35437176824861993,1.5183214084473025
LEAN FISH (raw),0.534627711797614,-0.39984860816862466,0.8610930650420472
SWORDFISH (smoked),0.7993971037976304,-0.3933898419993177,0.7624982196104042
BROWN ALGAE (dictyopteris divaricata),0.6503622877057369,-0.3542380232276951,1.5160649359292526
ALBACORE (raw),0.6503242305116226,-0.3543545819743196,1.5172216388039812
"BARRAMUNDI (lates calcarifer) (grilled, farmed)",0.3777305150989772,-0.3505052113054367,1.7609819031181333
HERRING (raw),0.9427739469415072,-0.4001957572699638,1.475790505372893
FATTY FISH (cooked),0.6584043873383428,-0.3518126340268273,1.6698957779327606
SQUID (non-categorised),0.5122818589182564,-0.6371863826310991,-2.241510313644401
RED ALGAE (gracilaria verrucosa),0.6504104413308791,-0.3541927328569509,1.5172732433573974
RED ALGAE (coeloseira pacifica),0.6498902727856768,-0.35463590780366105,1.5028264514270402
"SHRIMPS, PRAWN (roasted)",0.2996082526876541,-0.5268617705103444,-0.46629542097932897
RED ALGAE (vidalia obtusiloba),0.650407877950741,-0.35420031936964735,1.5172559765656823
ANCHOVY (dried),0.6490818077596338,-0.3663163881920606,1.474927898106895
ANCHOVY (colatura di alici) (fermented fish sauce),0.6483843624531921,-0.353878235040762,1.5205907224984998
RED ALGAE (hyena nidulans),0.6504065363199815,-0.3542055235687119,1.5172452087314938
GREEN ALGEA (ulva linza),0.658882515972842,-0.3849288763344428,1.2428376937621333
GREEN ALGAE (monostroma nitidum),0.6643334430080989,-0.37552012277238117,1.3805839807630542
SALMON (raw),0.4710802879767718,-0.34239812575249573,-1.415368372962967
GREYLING (raw),0.6353671653205291,-0.3545966237324323,1.4979253217597184
RED ALGAE (gigartha mamillosa),0.6504076156861678,-0.35420311624242296,1.5172532722760108
RED ALGAE (carpopeltis cornea),0.6504064714722066,-0.35420290644254665,1.5172452242127379
BLUE-GREEN ALGAE (aoko),0.6218228986384795,0.403376469523722,0.9573746122513629
FATTY FISH (smoked),2.1698388003913283,-0.6477791650002548,-3.3983320766937664
OYSTERS,0.719861737253742,-0.3620660450699197,0.4901777503534245
KELP (Laminaria ochotensis),0.650411559868134,-0.35415730865979,1.517282899166708
"SHRIMPS, PRAWN (Red spot king,Penaeus longistylus)",0.650525905190164,-0.3543145369582348,1.5180441828068971
BROWN ALGAE (cutleria multifida),0.6544083977593701,-0.3596678411565131,1.5440028774294197
HADDOCK (stored),0.6504146876416402,-0.3541619201838742,1.5173049144324822
LEAN FISH (processed),0.890272098057195,-0.409187073801739,1.1795766351001988
FATTY FISH (raw),0.6888314266792177,-0.4039513497872122,1.756842043613697
GREEN ALGAE (halicornye wrightii),0.6538098513832599,-0.3622988686510643,1.531555163900709
SALMON (cooked),0.5578919361679073,-0.3700544491774645,1.2616287865458402
HADDOCK (raw),0.9088245857996157,-0.36332394689854486,1.6003526188964952
GREEN ALGAE (caulerpa racemosa),0.6504098994968429,-0.3542041746974153,1.517145804523067
RED ALGAE (beckerella subrostata),0.6504092879198664,-0.3541953687083762,1.5172647914458024
SIBERIAN WHITE FISH (raw),0.6623256739421707,-0.35395927627178114,1.4870007099962126
RED ALGAE (chondrus elatus),0.6483534994343461,-0.35732589123433406,1.437245101656201
TAGETES RIOJANA FERRARO OIL,0.6522995722945725,-0.35678420954909346,1.5298029713124037
AMBRETTE SEED ESSENTIAL OIL(Abelmoschus moschatus),0.7420510639448741,-0.1767429668790778,7.464372747464984
